sub_basin_number,basin_name,subbasin_name,subbasin,acres,sq_miles,priority,popup_html
4-003.01,Ventura River Valley,"Ventura River Valley, Upper Ventura River",Upper Ventura River,"5,278",8,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Ventura River Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Upper Ventura River</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">5,278</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">8</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">4-003.01</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
4-008,Las Posas Valley,Las Posas Valley,Las Posas Valley,"44,622",70,High,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Las Posas Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Las Posas Valley</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">44,622</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">70</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">4-008</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">High</td></tr></table>"
3-014,San Antonio Creek Valley,San Antonio Creek Valley,San Antonio Creek Valley,"67,437",105,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">San Antonio Creek Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">San Antonio Creek Valley</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">67,437</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">105</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">3-014</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
3-015,Santa Ynez River Valley,Santa Ynez River Valley,Santa Ynez River Valley,"203,051",317,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Santa Ynez River Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Santa Ynez River Valley</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">203,051</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">317</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">3-015</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
4-004.07,Santa Clara River Valley,"Santa Clara River Valley, Santa Clara River Valley East",Santa Clara River Valley East,"67,688",106,High,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Santa Clara River Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Santa Clara River Valley East</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">67,688</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">106</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">4-004.07</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">High</td></tr></table>"
8-004.02,Elsinore,"Elsinore, Bedford-Coldwater",Bedford-Coldwater,"7,026",11,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Elsinore</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Bedford-Coldwater</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">7,026</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">11</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-004.02</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
8-002.09,Upper Santa Ana Valley,"Upper Santa Ana Valley, Temescal",Temescal,"22,964",36,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Temescal</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">22,964</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">36</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.09</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
8-004.01,Elsinore,"Elsinore, Elsinore Valley",Elsinore Valley,"23,601",37,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Elsinore</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Elsinore Valley</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">23,601</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">37</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-004.01</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
8-002.06,Upper Santa Ana Valley,"Upper Santa Ana Valley, San Bernardino",San Bernardino,"92,488",144,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">San Bernardino</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">92,488</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">144</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.06</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
4-011.04,Coastal Plain Of Los Angeles,"Coastal Plain Of Los Angeles, Central",Central,"177,770",278,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Coastal Plain Of Los Angeles</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Central</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">177,770</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">278</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">4-011.04</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
8-002.01,Upper Santa Ana Valley,"Upper Santa Ana Valley, Chino",Chino,"153,762",240,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Chino</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">153,762</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">240</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.01</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
4-013,San Gabriel Valley,San Gabriel Valley,San Gabriel Valley,"126,379",198,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">San Gabriel Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">San Gabriel Valley</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">126,379</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">198</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">4-013</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
8-002.02,Upper Santa Ana Valley,"Upper Santa Ana Valley, Cucamonga",Cucamonga,"9,028",14,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Cucamonga</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">9,028</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">14</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.02</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
4-023,Raymond,Raymond,Raymond,"26,049",41,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Raymond</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Raymond</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">26,049</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">41</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">4-023</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
8-002.04,Upper Santa Ana Valley,"Upper Santa Ana Valley, Rialto-Colton",Rialto-Colton,"24,794",39,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Rialto-Colton</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">24,794</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">39</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.04</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
8-002.03,Upper Santa Ana Valley,"Upper Santa Ana Valley, Riverside-Arlington",Riverside-Arlington,"56,563",88,Very Low,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Riverside-Arlington</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">56,563</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">88</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.03</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Very Low</td></tr></table>"
8-002.07,Upper Santa Ana Valley,"Upper Santa Ana Valley, Yucaipa",Yucaipa,"22,219",35,High,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Upper Santa Ana Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Yucaipa</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">22,219</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">35</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">8-002.07</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">High</td></tr></table>"
5-022.16,San Joaquin Valley,"San Joaquin Valley, Cosumnes",Cosumnes,"210,276",329,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">San Joaquin Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Cosumnes</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">210,276</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">329</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">5-022.16</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
2-009.04,Santa Clara Valley,"Santa Clara Valley, East Bay Plain",East Bay Plain,"71,315",111,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Santa Clara Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">East Bay Plain</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">71,315</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">111</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">2-009.04</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
2-009.01,Santa Clara Valley,"Santa Clara Valley, Niles Cone",Niles Cone,"65,214",102,Medium,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Santa Clara Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Niles Cone</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">65,214</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">102</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">2-009.01</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">Medium</td></tr></table>"
2-009.02,Santa Clara Valley,"Santa Clara Valley, Santa Clara",Santa Clara,"189,581",296,High,"<table><tr><th font-size: 12px;>Basin: </th><td style=""text-align:right; font-size: 12px;"">Santa Clara Valley</td></tr><tr><th font-size: 12px;>Subbasin: </th><td style=""text-align:right; font-size: 12px;"">Santa Clara</td></tr><tr><th font-size: 12px;>Acres: </th><td style=""text-align:right; font-size: 12px;"">189,581</td></tr><tr><th font-size: 12px;>Square Miles: </th><td style=""text-align:right; font-size: 12px;"">296</td></tr><tr><th font-size: 12px;>Subbasin Number: </th><td style=""text-align:right; font-size: 12px;"">2-009.02</td></tr><tr><th font-size: 12px;>Basin Priority: </th><td style=""text-align:right; font-size: 12px;"">High</td></tr></table>"
